County,State,Outbreak Date,Flock Type,Flock Size,State Abbrev,fips,lng,lat
Gentry,Missouri,03-26-2022,WOAH Non-Poultry,140,MO,29075,-94.4096279,40.21170604
Bon Homme,South Dakota,03-26-2022,WOAH Non-Poultry,230,SD,46009,-97.88493814,42.98827986
Holt,Nebraska,03-26-2022,WOAH Non-Poultry,50,NE,31089,-98.78376243,42.45557846
Stearns,Minnesota,03-26-2022,Commercial Turkey Meat Bird,23500,MN,27145,-94.61299658,45.55199481
Suffolk,New York,03-25-2022,WOAH Poultry,290,NY,36103,-72.84423227,40.87024178
Franklin,Iowa,03-25-2022,Commercial Table Egg Pullets,250200,IA,19069,-93.26256925,42.73270384
Mitchell,Kansas,03-25-2022,WOAH Non-Poultry,20,KS,20123,-98.20900663,39.39334518
Hutchinson,South Dakota,03-25-2022,Commercial Turkey Meat Bird,45800,SD,46067,-97.75456287,43.33466314
Ellsworth,Kansas,03-24-2023,WOAH Non-Poultry,50,KS,20053,-98.20501891,38.6967292
Arapahoe,Colorado,03-24-2023,WOAH Non-Poultry,10,CO,8005,-104.3385011,39.649919
Macomb,Michigan,03-24-2022,WOAH Non-Poultry,70,MI,26099,-82.93255517,42.69584067
Butler,Nebraska,03-24-2022,Commercial Broiler Production,418500,NE,31023,-97.13156172,41.22599383
Jerauld,South Dakota,03-24-2022,Commercial Turkey Meat Bird,44000,SD,46073,-98.62965972,44.06637798
Buena Vista,Iowa,03-24-2022,Commercial Turkey Meat Bird,53800,IA,19021,-95.15100162,42.73545875
Lapeer,Michigan,03-23-2023,WOAH Poultry,950,MI,26087,-83.22153148,43.09052506
Kingsbury,South Dakota,03-23-2022,Commercial Table Egg Layer,120300,SD,46077,-97.4913945,44.36956169
Suffolk,New York,03-23-2022,Commercial Upland Gamebird Producer,8500,NY,36103,-72.84423227,40.87024178
Beadle,South Dakota,03-23-2022,Commercial Turkey Meat Bird,49900,SD,46005,-98.27883711,44.41467039
Edmunds,South Dakota,03-23-2022,Commercial Turkey Breeder Hens,30800,SD,46045,-99.21540939,45.41847898
Spink,South Dakota,03-22-2023,Commercial Upland Gamebird Producer,570,SD,46115,-98.34623659,44.93824835
Queens,New York,03-22-2023,Live Bird Market,140,NY,36081,-73.81734511,40.70829859
Klamath,Oregon,03-22-2023,WOAH Non-Poultry,30,OR,41035,-121.6500072,42.68605026
Hale,Texas,03-22-2023,WOAH Non-Poultry,20,TX,48189,-101.8268114,34.07044901
Tompkins,New York,03-22-2023,WOAH Poultry,6500,NY,36109,-76.47381763,42.45222263
Charles Mix,South Dakota,03-22-2022,Commercial Turkey Meat Bird,53800,SD,46023,-98.58785039,43.20792726
Beadle,South Dakota,03-22-2022,Commercial Turkey Meat Bird,29400,SD,46005,-98.27883711,44.41467039
Hanson,South Dakota,03-22-2022,Commercial Turkey Meat Bird,94600,SD,46061,-97.78704306,43.67458361
Cumberland,Maine,03-22-2022,WOAH Poultry,250,ME,23005,-70.37661287,43.83897334
Butler,Nebraska,03-22-2022,Commercial Broiler Production,570000,NE,31023,-97.13156172,41.22599383
Hillsborough,Florida,03-21-2023,Live Bird Market,340,FL,12057,-82.30867294,27.92948052
Washington,New York,03-21-2023,WOAH Non-Poultry,50,NY,36115,-73.430748,43.31320642
Deaf Smith,Texas,03-20-2024,WOAH Non-Poultry,50,TX,48117,-102.6052738,34.96515022
Warren,Iowa,03-20-2022,WOAH Non-Poultry,10,IA,19181,-93.56121354,41.33431116
Hutchinson,South Dakota,03-20-2022,Commercial Turkey Meat Bird,50400,SD,46067,-97.75456287,43.33466314
Knox,Maine,03-19-2022,WOAH Non-Poultry,20,ME,23013,-69.15278458,44.12441708
York,Maine,03-19-2022,WOAH Non-Poultry,70,ME,23031,-70.7143165,43.47829059
Knox,Maine,03-18-2024,WOAH Non-Poultry,40,ME,23013,-69.15278458,44.12441708
Dickinson,Kansas,03-18-2022,WOAH Poultry,250,KS,20041,-97.15266036,38.86611825
Kingsbury,South Dakota,03-18-2022,Commercial Turkey Meat Bird,39200,SD,46077,-97.4913945,44.36956169
Cecil,Maryland,03-18-2022,Commercial Table Egg Pullets,315400,MD,24015,-75.94133759,39.57067423
Hanson,South Dakota,03-18-2022,Commercial Turkey Meat Bird,20200,SD,46061,-97.78704306,43.67458361
Lancaster,Pennsylvania,03-17-2023,WOAH Poultry,2500,PA,42071,-76.24786695,40.04261494
Lincoln,Maine,03-17-2022,WOAH Non-Poultry,30,ME,23015,-69.54198777,44.06333351
Kent,Delaware,03-17-2022,Commercial Broiler Production,147800,DE,10001,-75.56844621,39.08639126
Buena Vista,Iowa,03-17-2022,Commercial Table Egg Layer,5347500,IA,19021,-95.15100162,42.73545875
Sedgwick,Kansas,03-17-2022,WOAH Non-Poultry,6,KS,20173,-97.46083703,37.68448116
Lancaster,Pennsylvania,03-16-2023,WOAH Poultry,1600,PA,42071,-76.24786695,40.04261494
Maries,Missouri,03-16-2023,WOAH Non-Poultry,10,MO,29125,-91.92492582,38.16167922
Monroe,Mississippi,03-16-2023,WOAH Non-Poultry,30,MS,28095,-88.48037059,33.8922846
Chester,Pennsylvania,03-16-2023,Commercial Turkey Meat Bird,11800,PA,42029,-75.74843926,39.97329798
Lancaster,Pennsylvania,03-16-2023,WOAH Poultry,2400,PA,42071,-76.24786695,40.04261494
Rockingham,New Hampshire,03-16-2022,WOAH Non-Poultry,150,NH,33015,-71.12556353,42.98749699
Mifflin,Pennsylvania,03-15-2023,WOAH Non-Poultry,60,PA,42087,-77.6170294,40.61051314
Chickasaw,Iowa,03-15-2023,WOAH Non-Poultry,50,IA,19037,-92.31766909,43.06009652
Ralls,Missouri,03-15-2022,WOAH Non-Poultry,100,MO,29173,-91.52194283,39.5275593
Merrick,Nebraska,03-15-2022,WOAH Non-Poultry,90,NE,31121,-98.03760529,41.16916952
Klamath,Oregon,03-14-2024,WOAH Non-Poultry,10,OR,41035,-121.6500072,42.68605026
Eaton,Michigan,03-14-2023,WOAH Non-Poultry,20,MI,26045,-84.83740035,42.59599185
Lancaster,Pennsylvania,03-14-2023,WOAH Poultry,3000,PA,42071,-76.24786695,40.04261494
Lancaster,Pennsylvania,03-14-2023,WOAH Poultry,3900,PA,42071,-76.24786695,40.04261494
Lancaster,Pennsylvania,03-14-2023,WOAH Poultry,2400,PA,42071,-76.24786695,40.04261494
Lancaster,Pennsylvania,03-14-2023,WOAH Poultry,2400,PA,42071,-76.24786695,40.04261494
Lancaster,Pennsylvania,03-14-2023,WOAH Poultry,3000,PA,42071,-76.24786695,40.04261494
Jefferson,Wisconsin,03-14-2022,Commercial Table Egg Layer,2750700,WI,55055,-88.77532763,43.02053192
York,Maine,03-14-2022,WOAH Non-Poultry,180,ME,23031,-70.7143165,43.47829059
Lancaster,Pennsylvania,03-13-2023,WOAH Poultry,6000,PA,42071,-76.24786695,40.04261494
Hutchinson,South Dakota,03-12-2024,Commercial Turkey Meat Bird,31200,SD,46067,-97.75456287,43.33466314
Lincoln,Maine,03-12-2022,WOAH Non-Poultry,100,ME,23015,-69.54198777,44.06333351
Charles Mix,South Dakota,03-12-2022,Commercial Turkey Meat Bird,37500,SD,46023,-98.58785039,43.20792726
Clay,Minnesota,03-11-2024,WOAH Non-Poultry,80,MN,27027,-96.49066248,46.89214202
Moore,Texas,03-11-2024,WOAH Non-Poultry,280,TX,48341,-101.8930281,35.83769242
Mclean,Illinois,03-11-2022,WOAH Non-Poultry,40,IL,,,
Franklin,Kansas,03-11-2022,WOAH Poultry,260,KS,20059,-95.28621552,38.56442768
Taylor,Iowa,03-10-2022,Commercial Table Egg Layer,915900,IA,19173,-94.69599224,40.73748072
Cecil,Maryland,03-10-2022,Commercial Table Egg Layer,663400,MD,24015,-75.94133759,39.57067423
Lawrence,Missouri,03-09-2022,Commercial Turkey Breeder Replacement Hens,37800,MO,29109,-93.83291444,37.10627971
Jasper,Missouri,03-08-2022,Commercial Turkey Meat Bird,25000,MO,29097,-94.34047486,37.20351967
Queen Anne's,Maryland,03-08-2022,Commercial Broiler Production,139300,MD,24035,-76.0237387,39.06631908
New Castle,Delaware,03-08-2022,Commercial Table Egg Pullets,243900,DE,10003,-75.64791441,39.58150592
Essex,Massachusetts,03-07-2024,WOAH Poultry,70,MA,25009,-70.9515844,42.67174524
Rockingham,Virginia,03-07-2023,WOAH Non-Poultry,250,VA,51165,-78.87581609,38.51221007
Bucks,Pennsylvania,03-06-2023,WOAH Poultry,1700,PA,42017,-75.10684724,40.33694355
Lancaster,Pennsylvania,03-06-2023,WOAH Poultry,6000,PA,42071,-76.24786695,40.04261494
Lancaster,Pennsylvania,03-06-2023,WOAH Poultry,1800,PA,42071,-76.24786695,40.04261494
Bingham,Idaho,03-06-2023,WOAH Non-Poultry,10,ID,16011,-112.3976535,43.21643996
Lancaster,Pennsylvania,03-06-2023,WOAH Poultry,310,PA,42071,-76.24786695,40.04261494
Buena Vista,Iowa,03-06-2022,Commercial Turkey Meat Bird,49800,IA,19021,-95.15100162,42.73545875
Charles Mix,South Dakota,03-05-2022,Commercial Turkey Meat Bird,44100,SD,46023,-98.58785039,43.20792726
Chester,Pennsylvania,03-04-2023,WOAH Poultry,6900,PA,42029,-75.74843926,39.97329798
Lancaster,Pennsylvania,03-04-2023,Commercial Duck Breeder,11300,PA,42071,-76.24786695,40.04261494
Northumberland,Pennsylvania,03-04-2023,WOAH Poultry,680,PA,42097,-76.70893391,40.85142483
Lancaster,Pennsylvania,03-04-2023,Commercial Turkey Meat Bird,26600,PA,42071,-76.24786695,40.04261494
Lancaster,Pennsylvania,03-04-2023,Commercial Turkey Meat Bird,19600,PA,42071,-76.24786695,40.04261494
Bates,Missouri,03-04-2022,WOAH Non-Poultry,50,MO,29013,-94.34015625,38.25742352
Stoddard,Missouri,03-04-2022,Commercial Broiler Production,294800,MO,29207,-89.94436038,36.85565464
Cecil,Maryland,03-04-2022,Commercial Table Egg Layer,644000,MD,24015,-75.94133759,39.57067423
Douglas,Nevada,03-03-2023,WOAH Non-Poultry,20,NV,32005,-119.6162086,38.91213378
Chester,Pennsylvania,03-03-2023,WOAH Poultry,5200,PA,42029,-75.74843926,39.97329798
Dubois,Indiana,03-02-2022,Commercial Turkey Meat Bird,16500,IN,18037,-86.87970258,38.36427783
Pottawattamie,Iowa,03-01-2022,WOAH Non-Poultry,40,IA,19155,-95.54290277,41.33661346
New London,Connecticut,03-01-2022,WOAH Non-Poultry,160,CT,9011,-72.10232387,41.48708483
Miami-dade,Florida,02-28-2023,Live Bird Market,510,FL,,,
Stevens,Minnesota,02-27-2024,WOAH Non-Poultry,20,MN,27149,-96.00022786,45.58615985
Mahoning,Ohio,02-27-2024,WOAH Non-Poultry,140,OH,39099,-80.7763711,41.01467607
Lancaster,Pennsylvania,02-27-2023,WOAH Poultry,4400,PA,42071,-76.24786695,40.04261494
Monroe,New York,02-26-2024,WOAH Non-Poultry,20,NY,36055,-77.69595887,43.14694904
Wayne,Illinois,02-24-2023,Commercial Turkey Meat Bird,18200,IL,17191,-88.42586459,38.42955355
Chester,Pennsylvania,02-24-2023,WOAH Poultry,3400,PA,42029,-75.74843926,39.97329798
Lancaster,Pennsylvania,02-24-2023,WOAH Poultry,4000,PA,42071,-76.24786695,40.04261494
Ulster,New York,02-24-2022,WOAH Non-Poultry,70,NY,36111,-74.25878826,41.888126
Dubois,Indiana,02-24-2022,Commercial Turkey Meat Bird,36000,IN,18037,-86.87970258,38.36427783
Dutchess,New York,02-24-2022,WOAH Non-Poultry,200,NY,36027,-73.74303603,41.76513375
Dallas,Missouri,02-23-2024,WOAH Poultry,20300,MO,29059,-93.02340823,37.68065861
Onondaga,New York,02-23-2024,WOAH Non-Poultry,10,NY,36067,-76.19460186,43.0061269
Allen,Indiana,02-23-2024,WOAH Non-Poultry,50,IN,18003,-85.06652248,41.0912565
Lancaster,Pennsylvania,02-23-2023,WOAH Poultry,2000,PA,42071,-76.24786695,40.04261494
Alexandria City,Virginia,02-23-2023,Live Bird Market,800,VA,,,
Moffat,Colorado,02-23-2023,WOAH Non-Poultry,40,CO,8081,-108.2075581,40.61858161
Greene,Indiana,02-23-2022,Commercial Turkey Meat Bird,15400,IN,18055,-86.96223202,39.03630547
Kalamazoo,Michigan,02-23-2022,WOAH Non-Poultry,30,MI,26077,-85.53044157,42.24536002
Greene,Indiana,02-23-2022,Commercial Turkey Meat Bird,48200,IN,18055,-86.96223202,39.03630547
Knox,Maine,02-23-2022,WOAH Non-Poultry,100,ME,23013,-69.15278458,44.12441708
Charles,Maryland,02-22-2024,WOAH Non-Poultry,30,MD,24017,-76.9921999,38.50706766
Lancaster,Pennsylvania,02-22-2023,WOAH Poultry,4200,PA,42071,-76.24786695,40.04261494
New Castle,Delaware,02-22-2022,Commercial Table Egg Layer,1046900,DE,10003,-75.64791441,39.58150592
Dallas,Missouri,02-21-2024,Commercial Turkey Meat Bird,12300,MO,29059,-93.02340823,37.68065861
Franklin,Ohio,02-21-2024,WOAH Non-Poultry,10,OH,39049,-83.0091231,39.96927249
Dallas,Missouri,02-21-2024,Commercial Turkey Meat Bird,28500,MO,29059,-93.02340823,37.68065861
Dallas,Missouri,02-21-2024,Commercial Turkey Meat Bird,31000,MO,29059,-93.02340823,37.68065861
Lincoln,Nebraska,02-21-2023,WOAH Poultry,420,NE,31111,-100.7452801,41.04750134
Lancaster,Pennsylvania,02-21-2023,Commercial Broiler Production,97700,PA,42071,-76.24786695,40.04261494
Duplin,North Carolina,02-20-2024,Commercial Turkey Meat Bird,20900,NC,37061,-77.93295681,34.93627171
Graham,Arizona,02-19-2025,WOAH Non-Poultry,350,AZ,4009,-109.8875198,32.93295414
Knox,Maine,02-19-2022,WOAH Non-Poultry,30,ME,23013,-69.15278458,44.12441708
Darke,Ohio,02-18-2025,Commercial Table Egg Layer,164900,OH,39037,-84.61945793,40.13381861
Stark,Ohio,02-18-2025,WOAH Non-Poultry,30,OH,39151,-81.36571811,40.8138382
Mercer,Ohio,02-18-2025,Commercial Turkey Meat Bird,10600,OH,39107,-84.62929783,40.54030771
Churchill,Nevada,02-18-2025,WOAH Non-Poultry,20,NV,32001,-118.3362581,39.58048345
Suffolk,New York,02-18-2022,WOAH Non-Poultry,8,NY,36103,-72.84423227,40.87024178
Copiah,Mississippi,02-17-2023,WOAH Poultry,50,MS,28029,-90.44883293,31.86883689
Tioga,Pennsylvania,02-17-2023,WOAH Non-Poultry,50,PA,42117,-77.25438714,41.77283534
San Joaquin,California,02-17-2023,WOAH Non-Poultry,160,CA,6077,-121.2712102,37.9345275
Kanawha,West Virginia,02-16-2024,WOAH Non-Poultry,250,WV,54039,-81.52827161,38.33643035
Dubois,Indiana,02-16-2022,Commercial Turkey Meat Bird,26600,IN,18037,-86.87970258,38.36427783
Columbia,New York,02-15-2023,WOAH Poultry,250,NY,36021,-73.63186276,42.25016297
Webster,Kentucky,02-15-2022,Commercial Turkey Meat Bird,53300,KY,21233,-87.68319621,37.51850288
Jay,Indiana,02-14-2025,Commercial Table Egg Layer,1224800,IN,18075,-85.00574703,40.43780769
Jay,Indiana,02-14-2025,Commercial Table Egg Layer,1454600,IN,18075,-85.00574703,40.43780769
Darke,Ohio,02-14-2025,Commercial Turkey Meat Bird,20100,OH,39037,-84.61945793,40.13381861
Mercer,Ohio,02-14-2025,Commercial Turkey Meat Bird,16700,OH,39107,-84.62929783,40.54030771
Washington,Indiana,02-14-2025,Commercial Turkey Meat Bird,14100,IN,18175,-86.10543054,38.59978187
Buena Vista,Iowa,02-14-2025,Commercial Turkey Meat Bird,26700,IA,19021,-95.15100162,42.73545875
Randolph,Indiana,02-14-2025,WOAH Non-Poultry,70,IN,18135,-85.0114051,40.15748383
Benton,Washington,02-14-2023,WOAH Non-Poultry,60,WA,53005,-119.5113335,46.23976031
Hillsborough,Florida,02-14-2023,WOAH Non-Poultry,10,FL,12057,-82.30867294,27.92948052
Monroe,Michigan,02-13-2025,WOAH Non-Poultry,30,MI,26115,-83.53769332,41.92832154
Sussex,Delaware,02-13-2025,WOAH Non-Poultry,30,DE,10005,-75.38998106,38.66089142
Auglaize,Ohio,02-13-2025,Commercial Table Egg Layer,210600,OH,39011,-84.22168058,40.56085701
Riverside,California,02-13-2025,WOAH Poultry,8300,CA,6065,-115.9939021,33.74329781
Mercer,Ohio,02-13-2025,Commercial Table Egg Layer,125800,OH,39107,-84.62929783,40.54030771
Doniphan,Kansas,02-13-2023,WOAH Non-Poultry,30,KS,20043,-95.14683558,39.78796644
Carroll,Missouri,02-13-2023,WOAH Non-Poultry,9,MO,29033,-93.50521161,39.42694823
Mercer,Ohio,02-12-2025,Commercial Table Egg Layer,131000,OH,39107,-84.62929783,40.54030771
Weld,Colorado,02-12-2025,WOAH Non-Poultry,20,CO,8123,-104.3930144,40.55487277
Platte,Wyoming,02-12-2025,WOAH Non-Poultry,0,WY,56031,-104.9661319,42.13239072
Crow Wing,Minnesota,02-12-2025,WOAH Non-Poultry,160,MN,27035,-94.07070376,46.48265818
Merced,California,02-12-2025,Commercial Broiler Production,280600,CA,6047,-120.7175058,37.19189197
Weld,Colorado,02-12-2025,WOAH Poultry,150,CO,8123,-104.3930144,40.55487277
Lancaster,Pennsylvania,02-12-2025,WOAH Poultry,600,PA,42071,-76.24786695,40.04261494
Schuylkill,Pennsylvania,02-12-2024,WOAH Non-Poultry,30,PA,42107,-76.21642765,40.70586881
Twin Falls,Idaho,02-12-2024,WOAH Non-Poultry,20,ID,16083,-114.6681729,42.35608428
Fulton,Kentucky,02-12-2022,Commercial Broiler Production,231400,KY,21075,-89.18729157,36.55403726
Fauquier,Virginia,02-12-2022,WOAH Non-Poultry,90,VA,51061,-77.80950815,38.7387071
Yankton,South Dakota,02-11-2025,WOAH Non-Poultry,50,SD,46135,-97.39494039,43.00895493
Lancaster,Pennsylvania,02-11-2025,Commercial Broiler Production,80000,PA,42071,-76.24786695,40.04261494
Mercer,Ohio,02-11-2025,Commercial Table Egg Pullets,20000,OH,39107,-84.62929783,40.54030771
Cumberland,Pennsylvania,02-11-2025,Commercial Duck Meat Bird,20000,PA,42041,-77.26523042,40.16350914
Jay,Indiana,02-11-2025,Commercial Table Egg Layer,912000,IN,18075,-85.00574703,40.43780769
Madison,New York,02-11-2025,WOAH Non-Poultry,20,NY,36053,-75.66993538,42.91279676
Lawrence,Missouri,02-10-2025,Commercial Turkey Breeder Hens,14100,MO,29109,-93.83291444,37.10627971
Mason,Washington,02-10-2025,WOAH Non-Poultry,7,WA,53045,-123.1920342,47.34793175
Mercer,Ohio,02-10-2025,Commercial Turkey Meat Bird,20100,OH,39107,-84.62929783,40.54030771
Lenoir,North Carolina,02-09-2024,Commercial Turkey Meat Bird,32400,NC,37107,-77.64152691,35.23892735
Delta,Colorado,02-08-2024,Commercial Broiler Breeder,66500,CO,8029,-107.8629449,38.86135647
Miami-dade,Florida,02-08-2024,Live Bird Market,1500,FL,,,
Owyhee,Idaho,02-08-2024,WOAH Non-Poultry,9,ID,16073,-116.1698327,42.58161924
Mitchell,Kansas,02-08-2023,Commercial Upland Gamebird Producer,17000,KS,20123,-98.20900663,39.39334518
Lancaster,Pennsylvania,02-08-2023,WOAH Poultry,20300,PA,42071,-76.24786695,40.04261494
Dubois,Indiana,02-08-2022,Commercial Turkey Meat Bird,29000,IN,18037,-86.87970258,38.36427783
Lancaster,Pennsylvania,02-07-2025,WOAH Poultry,610,PA,42071,-76.24786695,40.04261494
Mercer,Ohio,02-07-2025,Commercial Turkey Meat Bird,4100,OH,39107,-84.62929783,40.54030771
Calcasieu,Louisiana,02-07-2025,WOAH Non-Poultry,10,LA,22019,-93.35798129,30.22942198
Lebanon,Pennsylvania,02-07-2025,Commercial Broiler Production,53500,PA,42075,-76.45759104,40.36716938
Mercer,Ohio,02-07-2025,Commercial Table Egg Layer,388900,OH,39107,-84.62929783,40.54030771
Mercer,Ohio,02-07-2025,Commercial Table Egg Layer,96300,OH,39107,-84.62929783,40.54030771
Allegheny,Pennsylvania,02-07-2023,WOAH Non-Poultry,20,PA,42003,-79.9817588,40.46880438
Leake,Mississippi,02-07-2023,Commercial Broiler Production,89800,MS,28079,-89.52402041,32.7536828
New London,Connecticut,02-06-2025,WOAH Non-Poultry,20,CT,9011,-72.10232387,41.48708483
Lebanon,Pennsylvania,02-06-2025,Commercial Table Egg Layer,85100,PA,42075,-76.45759104,40.36716938
Queens,New York,02-06-2025,Live Bird Market,200,NY,36081,-73.81734511,40.70829859
Lancaster,Pennsylvania,02-06-2025,WOAH Poultry,14900,PA,42071,-76.24786695,40.04261494
Mercer,Ohio,02-06-2025,Commercial Table Egg Layer,232600,OH,39107,-84.62929783,40.54030771
Mercer,Ohio,02-06-2025,Commercial Turkey Meat Bird,10100,OH,39107,-84.62929783,40.54030771
Newton,Missouri,02-06-2025,Commercial Broiler Production,44400,MO,29145,-94.33946172,36.90518568
Darke,Ohio,02-06-2025,Commercial Table Egg Layer,522200,OH,39037,-84.61945793,40.13381861
Mercer,Ohio,02-06-2025,Commercial Turkey Meat Bird,19900,OH,39107,-84.62929783,40.54030771
Lawrence,Missouri,02-06-2025,Commercial Turkey Meat Bird,9500,MO,29109,-93.83291444,37.10627971
Lancaster,Pennsylvania,02-06-2025,Commercial Duck Meat Bird,40000,PA,42071,-76.24786695,40.04261494
Bronx,New York,02-06-2025,Live Bird Market,0,NY,36005,-73.8615688,40.85091824
Wayne,Pennsylvania,02-06-2024,WOAH Non-Poultry,360,PA,42127,-75.30318879,41.64851654
Gage,Nebraska,02-06-2024,Commercial Broiler Production,102000,NE,31067,-96.68942195,40.26183622
Essex,Massachusetts,02-06-2024,WOAH Non-Poultry,20,MA,25009,-70.9515844,42.67174524
Park,Wyoming,02-06-2023,WOAH Non-Poultry,10,WY,56029,-109.5885953,44.52053528
Hancock,Maine,02-06-2023,WOAH Non-Poultry,30,ME,23009,-68.35862848,44.64373173
Placer,California,02-06-2023,WOAH Non-Poultry,30,CA,6061,-120.717846,39.06347097
Kennebec,Maine,02-06-2023,WOAH Non-Poultry,40,ME,23011,-69.76757384,44.40901704
Merced,California,02-06-2023,Commercial Duck Breeder,29100,CA,6047,-120.7175058,37.19189197
San Joaquin,California,02-06-2023,WOAH Non-Poultry,8,CA,6077,-121.2712102,37.9345275
Stanislaus,California,02-05-2025,Commercial Turkey Meat Bird,30200,CA,6099,-120.9979524,37.55851635
Pinal,Arizona,02-05-2025,WOAH Non-Poultry,0,AZ,4021,-111.34488,32.90415087
Queens,New York,02-05-2025,Live Bird Market,520,NY,36081,-73.81734511,40.70829859
Cumberland,Pennsylvania,02-05-2025,Commercial Broiler Production,26400,PA,42041,-77.26523042,40.16350914
Mercer,Ohio,02-05-2025,Commercial Table Egg Layer,174600,OH,39107,-84.62929783,40.54030771
Kings,New York,02-05-2025,Live Bird Market,0,NY,36047,-73.93708255,40.63562226
Larimer,Colorado,02-05-2025,WOAH Non-Poultry,10,CO,8069,-105.4615545,40.6665145
Auglaize,Ohio,02-05-2025,Commercial Turkey Meat Bird,11000,OH,39011,-84.22168058,40.56085701
Mercer,Ohio,02-05-2025,Commercial Turkey Meat Bird,8900,OH,39107,-84.62929783,40.54030771
Dauphin,Pennsylvania,02-04-2025,Commercial Table Egg Layer,1975300,PA,42043,-76.77925448,40.41555232
Mercer,Ohio,02-04-2025,Commercial Turkey Meat Bird,3500,OH,39107,-84.62929783,40.54030771
Worcester,Maryland,02-04-2025,Commercial Broiler Production,201600,MD,24047,-75.33389427,38.212837
Mercer,Ohio,02-04-2025,Commercial Table Egg Layer,96700,OH,39107,-84.62929783,40.54030771
Lawrence,Missouri,02-04-2025,Commercial Turkey Breeder Replacement Hens,14300,MO,29109,-93.83291444,37.10627971
Alpena,Michigan,02-04-2025,WOAH Non-Poultry,8,MI,26007,-83.62606894,45.03457851
Darke,Ohio,02-04-2025,Commercial Turkey Meat Bird,5400,OH,39037,-84.61945793,40.13381861
Harvey,Kansas,02-04-2025,WOAH Non-Poultry,50,KS,20079,-97.42729333,38.04321442
Queens,New York,02-04-2025,Live Bird Market,1100,NY,36081,-73.81734511,40.70829859
Mercer,Ohio,02-04-2025,Commercial Table Egg Pullets,88300,OH,39107,-84.62929783,40.54030771
Adams,Pennsylvania,02-04-2025,WOAH Non-Poultry,30,PA,42001,-77.21807609,39.87146641
Bronx,New York,02-04-2025,Live Bird Market,100,NY,36005,-73.8615688,40.85091824
Newton,Missouri,02-04-2025,Commercial Turkey Meat Bird,13600,MO,29145,-94.33946172,36.90518568
Mercer,Ohio,02-04-2025,Commercial Turkey Meat Bird,12200,OH,39107,-84.62929783,40.54030771
Mercer,Ohio,02-04-2025,Commercial Turkey Meat Bird,11600,OH,39107,-84.62929783,40.54030771
Jasper,Missouri,02-04-2025,Commercial Turkey Meat Bird,49500,MO,29097,-94.34047486,37.20351967
Klamath,Oregon,02-03-2025,WOAH Non-Poultry,8,OR,41035,-121.6500072,42.68605026
San Joaquin,California,02-03-2025,Commercial Turkey Meat Bird,22200,CA,6077,-121.2712102,37.9345275
O'brien,Iowa,02-02-2025,Commercial Table Egg Layer,241000,IA,,,
Lancaster,Pennsylvania,02-01-2023,Commercial Duck Meat Bird,32800,PA,42071,-76.24786695,40.04261494
Lancaster,Pennsylvania,02-01-2023,WOAH Poultry,2700,PA,42071,-76.24786695,40.04261494
Darke,Ohio,01-31-2025,Commercial Turkey Meat Bird,11700,OH,39037,-84.61945793,40.13381861
Montgomery,Maryland,01-31-2025,WOAH Non-Poultry,10,MD,24031,-77.20428439,39.13634899
Barry,Missouri,01-31-2025,Commercial Turkey Meat Bird,34000,MO,29009,-93.82898627,36.70980207
Mcdonald,Missouri,01-31-2025,Commercial Broiler Production,131400,MO,,,
Mercer,Ohio,01-31-2025,Commercial Table Egg Layer,748800,OH,39107,-84.62929783,40.54030771
Mercer,Ohio,01-31-2025,Commercial Turkey Meat Bird,22000,OH,39107,-84.62929783,40.54030771
Virginia Beach City,Virginia,01-31-2025,WOAH Non-Poultry,210,VA,,,
Placer,California,01-31-2024,WOAH Non-Poultry,20,CA,6061,-120.717846,39.06347097
Nance,Nebraska,01-30-2025,WOAH Non-Poultry,70,NE,31125,-97.99248173,41.3972847
Mercer,Ohio,01-30-2025,Commercial Turkey Meat Bird,8700,OH,39107,-84.62929783,40.54030771
Monroe,Pennsylvania,01-30-2025,WOAH Non-Poultry,30,PA,42089,-75.33930212,41.05812363
Jerome,Idaho,01-30-2025,WOAH Non-Poultry,10,ID,16053,-114.2642648,42.68974614
Mercer,Ohio,01-30-2025,Commercial Table Egg Layer,437100,OH,39107,-84.62929783,40.54030771
Darke,Ohio,01-30-2025,Commercial Table Egg Layer,150700,OH,39037,-84.61945793,40.13381861
Mercer,Ohio,01-30-2025,Commercial Turkey Meat Bird,4600,OH,39107,-84.62929783,40.54030771
Van Wert,Ohio,01-30-2025,Commercial Turkey Meat Bird,21400,OH,39161,-84.58607604,40.8555416
Mcdonald,Missouri,01-30-2025,Commercial Turkey Meat Bird,11700,MO,,,
Broward,Florida,01-30-2025,WOAH Non-Poultry,70,FL,12011,-80.48723143,26.15220703
Mercer,Ohio,01-30-2025,Commercial Turkey Meat Bird,11200,OH,39107,-84.62929783,40.54030771
Mercer,Ohio,01-30-2025,Commercial Turkey Meat Bird,21700,OH,39107,-84.62929783,40.54030771
San Mateo,California,01-29-2025,WOAH Non-Poultry,4,CA,6081,-122.328899,37.42298018
Merced,California,01-29-2025,Commercial Duck Meat Bird,87800,CA,6047,-120.7175058,37.19189197
Darke,Ohio,01-29-2025,Commercial Table Egg Layer,1356300,OH,39037,-84.61945793,40.13381861
Newton,Missouri,01-29-2025,Commercial Turkey Meat Bird,19000,MO,29145,-94.33946172,36.90518568
