,County,State,Outbreak Date,Flock Type,Flock Size,State Abbrev,fips,lng,lat
697,Isanti,Minnesota,2022-09-14,WOAH Non-Poultry,4,MN,27059,-93.29470209,45.56125565
698,Meeker,Minnesota,2022-09-14,Commercial Turkey Meat Bird,61400,MN,27093,-94.52871063,45.12332877
699,Otter Tail,Minnesota,2022-09-14,Commercial Turkey Breeder Hens,7900,MN,27111,-95.70748857,46.4090783
700,Allen,Ohio,2022-09-14,WOAH Non-Poultry,2,OH,39003,-84.10584177,40.77151716
701,Williams,Ohio,2022-09-14,WOAH Non-Poultry,60,OH,39171,-84.58816167,41.56027968
702,Brown,Minnesota,2022-09-13,Commercial Turkey Meat Bird,43700,MN,27015,-94.727558,44.24201356
703,Freeborn,Minnesota,2022-09-13,WOAH Non-Poultry,320,MN,27047,-93.3488462,43.67383179
704,Ingham,Michigan,2022-09-13,WOAH Poultry,20,MI,26065,-84.37346607,42.59737278
705,Sanpete,Utah,2022-09-13,Commercial Turkey Meat Bird,5800,UT,49039,-111.5763852,39.37372605
706,Stearns,Minnesota,2022-09-13,Commercial Turkey Meat Bird,69400,MN,27145,-94.61299658,45.55199481
707,Twin Falls,Idaho,2022-09-12,WOAH Non-Poultry,40,ID,16083,-114.6681729,42.35608428
708,Fresno,California,2022-09-09,Commercial Broiler Breeder,23900,CA,6019,-119.6506833,36.75807672
709,El Dorado,California,2022-09-09,WOAH Non-Poultry,150,CA,6017,-120.5247066,38.77888901
710,Becker,Minnesota,2022-09-09,Commercial Turkey Breeder Hens,17100,MN,27005,-95.67483556,46.93523736
711,Meeker,Minnesota,2022-09-08,Commercial Turkey Meat Bird,34200,MN,27093,-94.52871063,45.12332877
712,Morrison,Minnesota,2022-09-07,Commercial Turkey Meat Bird,50200,MN,27097,-94.26690418,46.01207437
713,Ashland,Ohio,2022-09-03,WOAH Non-Poultry,640,OH,39005,-82.27061922,40.84592901
714,Defiance,Ohio,2022-09-03,Commercial Table Egg Layer,3748500,OH,39039,-84.49071987,41.3239854
715,Washington,Wisconsin,2022-09-02,WOAH Poultry,120,WI,55131,-88.23041319,43.36887792
716,Sacramento,California,2022-09-01,WOAH Non-Poultry,20,CA,6067,-121.3445212,38.44881725
717,Elkhart,Indiana,2022-09-01,WOAH Poultry,260,IN,18039,-85.85885682,41.59771704
718,Tuolumne,California,2022-09-01,Commercial Turkey Meat Bird,30800,CA,6109,-119.9551317,38.02748982
719,Fresno,California,2022-09-01,Commercial Broiler Breeder,22900,CA,6019,-119.6506833,36.75807672
720,Hennepin,Minnesota,2022-09-01,WOAH Non-Poultry,10,MN,27053,-93.47715121,45.00479678
721,Cass,North Dakota,2022-09-01,WOAH Non-Poultry,6,ND,38017,-97.24822334,46.93292237
722,Sacramento,California,2022-08-30,Commercial Turkey Meat Bird,97000,CA,6067,-121.3445212,38.44881725
723,Meeker,Minnesota,2022-08-30,Commercial Turkey Meat Bird,126400,MN,27093,-94.52871063,45.12332877
724,Meeker,Minnesota,2022-08-30,Commercial Turkey Meat Bird,52000,MN,27093,-94.52871063,45.12332877
725,Tuolumne,California,2022-08-30,Commercial Turkey Meat Bird,91000,CA,6109,-119.9551317,38.02748982
726,Tuolumne,California,2022-08-30,Commercial Turkey Meat Bird,7400,CA,6109,-119.9551317,38.02748982
727,Caroline,Virginia,2022-08-29,WOAH Non-Poultry,110,VA,51033,-77.34662195,38.02701807
728,Tuolumne,California,2022-08-26,Commercial Turkey Meat Bird,161700,CA,6109,-119.9551317,38.02748982
729,Fresno,California,2022-08-26,Commercial Broiler Breeder,34800,CA,6019,-119.6506833,36.75807672
730,Cowlitz,Washington,2022-08-26,WOAH Non-Poultry,20,WA,53015,-122.6802732,46.19321499
731,Pierce,Washington,2022-08-25,WOAH Non-Poultry,70,WA,53053,-122.1122121,47.02680625
732,Weber,Utah,2022-08-24,WOAH Non-Poultry,20,UT,49057,-111.9127797,41.27005573
733,Contra Costa,California,2022-08-23,WOAH Non-Poultry,60,CA,6013,-121.9281273,37.91933375
734,Henry,Georgia,2022-08-22,WOAH Non-Poultry,80,GA,13151,-84.15307775,33.45278905
735,Fresno,California,2022-08-22,Commercial Broiler Breeder,33900,CA,6019,-119.6506833,36.75807672
736,Hillsborough,Florida,2024-08-20,Live Bird Market,880,FL,12057,-82.30867294,27.92948052
737,Kitsap,Washington,2022-08-19,WOAH Non-Poultry,10,WA,53035,-122.6734022,47.61342417
738,Walla Walla,Washington,2022-08-18,WOAH Non-Poultry,2,WA,53071,-118.4785331,46.22968278
739,Butte,California,2022-08-16,WOAH Non-Poultry,1100,CA,6007,-121.6008508,39.66681952
740,Osceola,Florida,2022-08-16,WOAH Non-Poultry,10,FL,12097,-81.14924253,28.06245875
741,Northampton,Pennsylvania,2022-08-11,WOAH Poultry,90,PA,42095,-75.30735363,40.75446063
742,Sacramento,California,2022-08-10,WOAH Non-Poultry,40,CA,6067,-121.3445212,38.44881725
743,Miami-Dade,Florida,2024-08-05,WOAH Poultry,5400,FL,12086,-80.55914415,25.61511557
744,Kings,New York,2023-08-03,Live Bird Market,800,NY,36047,-73.93708255,40.63562226
745,Bethel,Alaska,2022-08-02,WOAH Non-Poultry,20,AK,,,
746,Kings,New York,2023-07-28,Live Bird Market,490,NY,36047,-73.93708255,40.63562226
747,Coos,Oregon,2022-07-28,WOAH Non-Poultry,20,OR,41011,-124.0595871,43.17396579
748,Flathead,Montana,2022-07-26,WOAH Non-Poultry,7,MT,30029,-114.0497122,48.29520088
749,Sanpete,Utah,2022-07-26,Commercial Turkey Meat Bird,12700,UT,49039,-111.5763852,39.37372605
750,Jefferson,Washington,2022-07-26,WOAH Non-Poultry,80,WA,53031,-123.5935915,47.7490129
751,Kings,New York,2023-07-25,Live Bird Market,570,NY,36047,-73.93708255,40.63562226
752,Hendry,Florida,2024-07-24,WOAH Non-Poultry,5,FL,12051,-81.16511547,26.55374425
753,Deschutes,Oregon,2022-07-22,WOAH Non-Poultry,90,OR,41017,-121.227881,43.91469217
754,Deschutes,Oregon,2022-07-22,WOAH Non-Poultry,120,OR,41017,-121.227881,43.91469217
755,Seminole,Florida,2022-07-21,WOAH Non-Poultry,160,FL,12117,-81.23634611,28.71682625
756,Deschutes,Oregon,2022-07-21,WOAH Poultry,60,OR,41017,-121.227881,43.91469217
757,Miami-Dade,Florida,2024-07-19,Live Bird Market,80,FL,12086,-80.55914415,25.61511557
758,Miami-Dade,Florida,2024-07-19,Live Bird Market,320,FL,12086,-80.55914415,25.61511557
759,Weld,Colorado,2024-07-19,Commercial Table Egg Pullets,300800,CO,8123,-104.3930144,40.55487277
760,Miami-Dade,Florida,2024-07-19,Live Bird Market,390,FL,12086,-80.55914415,25.61511557
761,Snohomish,Washington,2022-07-19,WOAH Poultry,340,WA,53061,-121.6977603,48.04772437
762,Deschutes,Oregon,2022-07-19,WOAH Poultry,100,OR,41017,-121.227881,43.91469217
763,Sanpete,Utah,2022-07-19,Commercial Turkey Meat Bird,23300,UT,49039,-111.5763852,39.37372605
764,Weld,Colorado,2024-07-16,Commercial Table Egg Layer,1313800,CO,8123,-104.3930144,40.55487277
765,Deschutes,Oregon,2022-07-15,WOAH Poultry,60,OR,41017,-121.227881,43.91469217
766,Sanpete,Utah,2022-07-14,Commercial Turkey Meat Bird,15500,UT,49039,-111.5763852,39.37372605
767,Deschutes,Oregon,2022-07-12,WOAH Poultry,100,OR,41017,-121.227881,43.91469217
768,Twin Falls,Idaho,2024-07-11,WOAH Non-Poultry,30,ID,16083,-114.6681729,42.35608428
769,Kandiyohi,Minnesota,2024-07-09,Commercial Turkey Breeder Hens,21900,MN,27067,-95.00576302,45.15252304
770,Kandiyohi,Minnesota,2024-07-09,Commercial Turkey Breeder Toms,4200,MN,27067,-95.00576302,45.15252304
771,Renville,Minnesota,2024-07-09,Commercial Turkey Breeder Hens,15400,MN,27129,-94.94679511,44.72672673
772,Weld,Colorado,2024-07-08,Commercial Table Egg Layer,1790800,CO,8123,-104.3930144,40.55487277
773,Carson City,Nevada,2022-07-07,WOAH Non-Poultry,40,NV,32510,-119.7473502,39.15108405
774,Linn,Oregon,2022-07-06,WOAH Non-Poultry,40,OR,41043,-122.5341835,44.48880768
775,Jefferson,Washington,2022-07-06,WOAH Non-Poultry,20,WA,53031,-123.5935915,47.7490129
776,Kitsap,Washington,2022-07-01,WOAH Non-Poultry,6,WA,53035,-122.6734022,47.61342417
777,King,Washington,2022-07-01,WOAH Poultry,220,WA,53033,-121.8063614,47.49034831
778,Salt Lake,Utah,2022-07-01,WOAH Non-Poultry,20,UT,49035,-111.9241028,40.66728813
779,Yakima,Washington,2022-06-29,WOAH Non-Poultry,6,WA,53077,-120.7387387,46.45687521
780,Cumberland,Maine,2022-06-29,WOAH Non-Poultry,20,ME,23005,-70.37661287,43.83897334
781,Otter Tail,Minnesota,2024-06-27,Commercial Turkey Meat Bird,67400,MN,27111,-95.70748857,46.4090783
782,Swift,Minnesota,2024-06-27,Commercial Turkey Meat Bird,25300,MN,27151,-95.68142474,45.28288933
783,Morgan,Colorado,2024-06-27,WOAH Non-Poultry,40,CO,8087,-103.8102221,40.26279879
784,Larimer,Colorado,2024-06-26,WOAH Non-Poultry,10,CO,8069,-105.4615545,40.6665145
785,Stearns,Minnesota,2024-06-24,WOAH Non-Poultry,310,MN,27145,-94.61299658,45.55199481
786,Pierce,Washington,2022-06-24,WOAH Non-Poultry,50,WA,53053,-122.1122121,47.02680625
787,Snohomish,Washington,2022-06-22,WOAH Non-Poultry,200,WA,53061,-121.6977603,48.04772437
788,King,Washington,2022-06-22,WOAH Non-Poultry,3,WA,53033,-121.8063614,47.49034831
789,Yakima,Washington,2022-06-22,WOAH Non-Poultry,90,WA,53077,-120.7387387,46.45687521
790,King,Washington,2022-06-22,WOAH Non-Poultry,9,WA,53033,-121.8063614,47.49034831
791,Sac,Iowa,2024-06-21,Commercial Turkey Meat Bird,46100,IA,19161,-95.10547892,42.38624071
792,Pipestone,Minnesota,2024-06-18,Commercial Turkey Meat Bird,70800,MN,27117,-96.258643,44.02300689
793,Swift,Minnesota,2024-06-18,Commercial Turkey Meat Bird,113600,MN,27151,-95.68142474,45.28288933
794,Yakima,Washington,2022-06-14,WOAH Non-Poultry,30,WA,53077,-120.7387387,46.45687521
795,Stearns,Minnesota,2024-06-13,Commercial Turkey Meat Bird,32900,MN,27145,-94.61299658,45.55199481
796,Salt Lake,Utah,2022-06-13,WOAH Non-Poultry,70,UT,49035,-111.9241028,40.66728813
797,Lyon,Minnesota,2024-06-12,Commercial Turkey Meat Bird,89500,MN,27083,-95.83918761,44.41338502
798,Jerome,Idaho,2024-06-10,WOAH Non-Poultry,30,ID,16053,-114.2642648,42.68974614
799,Yakima,Washington,2022-06-09,WOAH Non-Poultry,70,WA,53077,-120.7387387,46.45687521
800,Allen,Indiana,2022-06-09,WOAH Non-Poultry,40,IN,18003,-85.06652248,41.0912565
801,Weld,Colorado,2022-06-09,Commercial Table Egg Pullets,205000,CO,8123,-104.3930144,40.55487277
802,Snohomish,Washington,2022-06-09,WOAH Non-Poultry,30,WA,53061,-121.6977603,48.04772437
803,Snohomish,Washington,2022-06-09,WOAH Non-Poultry,9,WA,53061,-121.6977603,48.04772437
804,Polk,Oregon,2022-06-08,WOAH Non-Poultry,90,OR,41053,-123.4132525,44.90338514
805,King,Washington,2022-06-07,WOAH Poultry,50,WA,53033,-121.8063614,47.49034831
806,Allen,Indiana,2022-06-07,WOAH Poultry,110,IN,18003,-85.06652248,41.0912565
807,Weld,Colorado,2022-06-07,Commercial Table Egg Layer,1936800,CO,8123,-104.3930144,40.55487277
808,Mchenry,North Dakota,2022-06-06,WOAH Poultry,30,ND,,,
809,Cherokee,Iowa,2024-06-03,Commercial Turkey Meat Bird,100000,IA,19035,-95.62389402,42.73538914
810,Snohomish,Washington,2022-06-02,WOAH Non-Poultry,30,WA,53061,-121.6977603,48.04772437
811,Berks,Pennsylvania,2022-06-02,Commercial Duck Meat Bird,30100,PA,42011,-75.92604322,40.41644424
812,Toombs,Georgia,2022-06-01,WOAH Non-Poultry,490,GA,13279,-82.33096121,32.12156708
813,Richland,South Carolina,2024-05-31,WOAH Non-Poultry,30,SC,45079,-80.90384361,34.02226754
814,Stearns,Minnesota,2024-05-31,Commercial Turkey Meat Bird,43000,MN,27145,-94.61299658,45.55199481
815,Becker,Minnesota,2022-05-31,WOAH Non-Poultry,40,MN,27005,-95.67483556,46.93523736
816,Stearns,Minnesota,2024-05-29,Commercial Turkey Meat Bird,32400,MN,27145,-94.61299658,45.55199481
817,Sioux,Iowa,2024-05-28,Commercial Table Egg Layer,4287400,IA,19167,-96.17809424,43.08294203
818,Snohomish,Washington,2022-05-27,WOAH Non-Poultry,40,WA,53061,-121.6977603,48.04772437
819,King,Washington,2022-05-25,WOAH Non-Poultry,20,WA,53033,-121.8063614,47.49034831
820,King,Washington,2022-05-24,WOAH Non-Poultry,7,WA,53033,-121.8063614,47.49034831
821,King,Washington,2022-05-24,WOAH Non-Poultry,180,WA,53033,-121.8063614,47.49034831
822,Ada,Idaho,2022-05-24,WOAH Non-Poultry,30,ID,16001,-116.241035,43.45084054
823,Berks,Pennsylvania,2022-05-23,Commercial Duck Breeder,4700,PA,42011,-75.92604322,40.41644424
824,Bayfield,Wisconsin,2022-05-23,WOAH Non-Poultry,40,WI,55007,-91.20077484,46.52418284
825,Stearns,Minnesota,2024-05-21,Commercial Turkey Meat Bird,17100,MN,27145,-94.61299658,45.55199481
826,Morrison,Minnesota,2024-05-21,Commercial Turkey Meat Bird,51900,MN,27097,-94.26690418,46.01207437
827,Stearns,Minnesota,2024-05-21,Commercial Turkey Breeder Hens,6800,MN,27145,-94.61299658,45.55199481
828,Meeker,Minnesota,2024-05-21,Commercial Table Egg Layer,1368800,MN,27093,-94.52871063,45.12332877
829,Stearns,Minnesota,2024-05-21,Commercial Turkey Meat Bird,7000,MN,27145,-94.61299658,45.55199481
830,Dakota,Minnesota,2022-05-21,Commercial Turkey Meat Bird,54400,MN,27037,-93.06556878,44.67245057
831,Jerome,Idaho,2024-05-20,WOAH Poultry,80,ID,16053,-114.2642648,42.68974614
832,Ada,Idaho,2022-05-20,WOAH Non-Poultry,7,ID,16001,-116.241035,43.45084054
833,Codington,South Dakota,2022-05-20,WOAH Poultry,80,SD,46029,-97.18860384,44.97790512
834,Campbell,Wyoming,2022-05-20,WOAH Non-Poultry,30,WY,56005,-105.5484733,44.24806602
835,Polk,Minnesota,2022-05-20,WOAH Non-Poultry,50,MN,27119,-96.40222842,47.77395991
836,Jefferson,Colorado,2022-05-19,WOAH Non-Poultry,10,CO,8059,-105.2504738,39.58646067
837,Ada,Idaho,2022-05-19,WOAH Poultry,70,ID,16001,-116.241035,43.45084054
838,Canyon,Idaho,2022-05-19,WOAH Non-Poultry,10,ID,16027,-116.7092162,43.6251769
839,Allen,Indiana,2022-05-19,WOAH Non-Poultry,7,IN,18003,-85.06652248,41.0912565
840,Canyon,Idaho,2022-05-19,WOAH Non-Poultry,10,ID,16027,-116.7092162,43.6251769
841,Ada,Idaho,2022-05-19,WOAH Non-Poultry,30,ID,16001,-116.241035,43.45084054
842,Rowan,North Carolina,2023-05-18,WOAH Non-Poultry,30,NC,37159,-80.52501519,35.64030608
843,Phelps,Missouri,2023-05-18,WOAH Non-Poultry,80,MO,29161,-91.79238502,37.87731447
844,Canyon,Idaho,2022-05-18,WOAH Poultry,160,ID,16027,-116.7092162,43.6251769
845,Clay,Minnesota,2022-05-18,WOAH Non-Poultry,20,MN,27027,-96.49066248,46.89214202
846,Berks,Pennsylvania,2022-05-18,Commercial Duck Breeder,7200,PA,42011,-75.92604322,40.41644424
847,Canyon,Idaho,2022-05-18,WOAH Poultry,6,ID,16027,-116.7092162,43.6251769
848,Kandiyohi,Minnesota,2022-05-18,Commercial Turkey Breeder Toms,4700,MN,27067,-95.00576302,45.15252304
849,Canyon,Idaho,2022-05-18,WOAH Non-Poultry,10,ID,16027,-116.7092162,43.6251769
850,Ada,Idaho,2022-05-18,WOAH Non-Poultry,6,ID,16001,-116.241035,43.45084054
851,Canyon,Idaho,2022-05-17,WOAH Non-Poultry,50,ID,16027,-116.7092162,43.6251769
852,Burke,North Dakota,2022-05-17,WOAH Non-Poultry,50,ND,38013,-102.5181759,48.79096757
853,Lane,Oregon,2022-05-17,WOAH Poultry,450,OR,41039,-122.8473327,43.93889441
854,Monmouth,New Jersey,2022-05-17,WOAH Poultry,60,NJ,34025,-74.22051128,40.2606812
855,Salt Lake,Utah,2022-05-17,WOAH Non-Poultry,30,UT,49035,-111.9241028,40.66728813
856,Canyon,Idaho,2022-05-17,WOAH Poultry,30,ID,16027,-116.7092162,43.6251769
857,Thurston,Washington,2022-05-17,WOAH Non-Poultry,410,WA,53067,-122.8330654,46.92672896
858,Canyon,Idaho,2022-05-17,WOAH Poultry,30,ID,16027,-116.7092162,43.6251769
859,Ada,Idaho,2022-05-17,WOAH Non-Poultry,20,ID,16001,-116.241035,43.45084054
860,Boone,Illinois,2022-05-17,WOAH Non-Poultry,20,IL,17007,-88.82348512,42.32294195
861,Ada,Idaho,2022-05-17,WOAH Poultry,9,ID,16001,-116.241035,43.45084054
862,Berks,Pennsylvania,2022-05-17,Commercial Table Egg Layer,79000,PA,42011,-75.92604322,40.41644424
863,Dunn,Wisconsin,2022-05-16,WOAH Non-Poultry,150,WI,55033,-91.89653391,44.94674851
864,Berks,Pennsylvania,2022-05-14,Commercial Table Egg Breeder,83700,PA,42011,-75.92604322,40.41644424
865,Barron,Wisconsin,2022-05-13,Commercial Turkey Meat Bird,10500,WI,55005,-91.84833604,45.42372695
866,Lincoln,Wyoming,2022-05-13,WOAH Non-Poultry,40,WY,56023,-110.656067,42.26409375
867,Canyon,Idaho,2022-05-13,WOAH Non-Poultry,9,ID,16027,-116.7092162,43.6251769
868,Sheridan,Wyoming,2022-05-13,WOAH Non-Poultry,20,WY,56033,-106.8799546,44.79068012
869,Ada,Idaho,2022-05-13,WOAH Non-Poultry,60,ID,16001,-116.241035,43.45084054
870,Marinette,Wisconsin,2022-05-13,WOAH Non-Poultry,90,WI,55075,-88.03335785,45.38289899
871,Chisago,Minnesota,2022-05-12,WOAH Non-Poultry,40,MN,27025,-92.90829767,45.5024111
872,Okanogan,Washington,2022-05-12,WOAH Non-Poultry,20,WA,53047,-119.7406032,48.54862984
873,Grant,Minnesota,2022-05-12,WOAH Non-Poultry,310,MN,27051,-96.01216405,45.93402352
874,Whatcom,Washington,2022-05-12,WOAH Non-Poultry,80,WA,53073,-121.7209525,48.82595321
875,Ada,Idaho,2022-05-12,WOAH Non-Poultry,10,ID,16001,-116.241035,43.45084054
876,Nobles,Minnesota,2023-05-11,WOAH Non-Poultry,100,MN,27105,-95.75326093,43.67428858
877,Clallam,Washington,2022-05-11,WOAH Non-Poultry,10,WA,53009,-123.9277111,48.04911666
878,Ada,Idaho,2022-05-11,WOAH Non-Poultry,4,ID,16001,-116.241035,43.45084054
879,Clallam,Washington,2022-05-11,WOAH Non-Poultry,10,WA,53009,-123.9277111,48.04911666
880,Chisago,Minnesota,2022-05-11,WOAH Poultry,160,MN,27025,-92.90829767,45.5024111
881,Pierce,Washington,2022-05-11,WOAH Non-Poultry,20,WA,53053,-122.1122121,47.02680625
882,Cache,Utah,2022-05-11,WOAH Non-Poultry,20,UT,49005,-111.743741,41.72255404
883,Ionia,Michigan,2024-05-10,WOAH Non-Poultry,90,MI,26067,-85.07413319,42.94502238
884,Jerome,Idaho,2024-05-10,WOAH Poultry,1100,ID,16053,-114.2642648,42.68974614
885,Jerome,Idaho,2024-05-10,WOAH Non-Poultry,20,ID,16053,-114.2642648,42.68974614
886,Crow Wing,Minnesota,2022-05-10,WOAH Poultry,150,MN,27035,-94.07070376,46.48265818
887,Muskegon,Michigan,2022-05-10,Commercial Turkey Meat Bird,35100,MI,26121,-86.1519783,43.2913812
888,Lancaster,Pennsylvania,2022-05-10,Commercial Table Egg Layer,72300,PA,42071,-76.24786695,40.04261494
889,Pierce,Washington,2022-05-10,WOAH Non-Poultry,20,WA,53053,-122.1122121,47.02680625
890,Todd,Minnesota,2022-05-10,WOAH Non-Poultry,50,MN,27153,-94.89728962,46.07014445
891,Ada,Idaho,2022-05-10,WOAH Poultry,70,ID,16001,-116.241035,43.45084054
892,Berks,Pennsylvania,2022-05-10,Commercial Duck Breeder,23800,PA,42011,-75.92604322,40.41644424
893,Berks,Pennsylvania,2022-05-10,Commercial Duck Meat Bird,37300,PA,42011,-75.92604322,40.41644424
894,San Francisco,California,2024-05-09,Live Bird Market,700,CA,6075,-122.4396708,37.75668116
895,Canyon,Idaho,2022-05-09,WOAH Poultry,50,ID,16027,-116.7092162,43.6251769
896,Barron,Wisconsin,2022-05-07,Commercial Turkey Meat Bird,20100,WI,55005,-91.84833604,45.42372695
897,Spokane,Washington,2022-05-07,WOAH Non-Poultry,80,WA,53063,-117.4039405,47.62077953
898,Cassia,Idaho,2024-05-06,WOAH Non-Poultry,600,ID,16031,-113.6013217,42.28381567
899,Oakland,Michigan,2022-05-06,WOAH Non-Poultry,50,MI,26125,-83.38594391,42.66090645
900,Fergus,Montana,2022-05-06,WOAH Non-Poultry,20,MT,30027,-109.224376,47.2633104
901,Anoka,Minnesota,2022-05-06,WOAH Non-Poultry,10,MN,27003,-93.24708307,45.27314304
902,Posey,Indiana,2023-05-05,WOAH Non-Poultry,20,IN,18129,-87.86874523,38.02193911
903,Pierce,Wisconsin,2022-05-05,WOAH Non-Poultry,30,WI,55093,-92.42212486,44.71909741
904,Linn,Oregon,2022-05-05,WOAH Non-Poultry,90,OR,41043,-122.5341835,44.48880768
905,Pacific,Washington,2022-05-05,WOAH Poultry,40,WA,53049,-123.7057228,46.55547971
906,Bremer,Iowa,2022-05-04,WOAH Non-Poultry,50,IA,19017,-92.31795937,42.77461496
907,Hamlin,South Dakota,2022-05-04,WOAH Non-Poultry,20,SD,46057,-97.18829593,44.67385954
908,Day,South Dakota,2022-05-04,WOAH Poultry,80,SD,46037,-97.60737593,45.36728275
909,Carver,Minnesota,2022-05-04,WOAH Non-Poultry,30,MN,27019,-93.8027205,44.82089558
910,Beadle,South Dakota,2022-05-03,Commercial Turkey Meat Bird,56200,SD,46005,-98.27883711,44.41467039
911,Fond Du Lac,Wisconsin,2022-05-03,WOAH Non-Poultry,20,WI,,,
912,Lyon,Minnesota,2022-05-03,Commercial Turkey Meat Bird,120300,MN,27083,-95.83918761,44.41338502
913,Polk,Wisconsin,2022-05-03,WOAH Non-Poultry,120,WI,55095,-92.44123483,45.4615393
914,Chisago,Minnesota,2022-05-03,WOAH Non-Poultry,30,MN,27025,-92.90829767,45.5024111
915,Barron,Wisconsin,2022-05-03,Commercial Turkey Meat Bird,19300,WI,55005,-91.84833604,45.42372695
916,Kane,Illinois,2022-05-03,WOAH Non-Poultry,50,IL,17089,-88.42861217,41.93895003
917,Berks,Pennsylvania,2022-05-03,Commercial Duck Breeder,29600,PA,42011,-75.92604322,40.41644424
918,Sauk,Wisconsin,2022-05-03,WOAH Non-Poultry,40,WI,55111,-89.94819801,43.42667177
919,Berks,Pennsylvania,2022-05-03,Commercial Duck Meat Bird,74300,PA,42011,-75.92604322,40.41644424
920,Barron,Wisconsin,2022-05-03,Commercial Turkey Meat Bird,46700,WI,55005,-91.84833604,45.42372695
921,Gratiot,Michigan,2024-05-02,Commercial Turkey Meat Bird,26400,MI,26057,-84.60482908,43.29296993
922,Dodge,Minnesota,2024-05-02,Commercial Breeder Operation,14100,MN,27039,-92.86236786,44.02229546
923,Clay,Florida,2024-04-30,WOAH Non-Poultry,20,FL,12019,-81.85783045,29.98317912
924,Chisago,Minnesota,2022-04-30,WOAH Non-Poultry,60,MN,27025,-92.90829767,45.5024111
925,Morrison,Minnesota,2022-04-30,WOAH Non-Poultry,50,MN,27097,-94.26690418,46.01207437
926,Sequoyah,Oklahoma,2022-04-30,Commercial Broiler Breeder,13800,OK,40135,-94.75507825,35.49549888
927,Chisago,Minnesota,2022-04-30,WOAH Non-Poultry,30,MN,27025,-92.90829767,45.5024111
928,Branch,Michigan,2022-04-30,WOAH Non-Poultry,20,MI,26023,-85.05923475,41.91588904
929,Weld,Colorado,2022-04-29,Commercial Table Egg Layer,1366200,CO,8123,-104.3930144,40.55487277
930,Oconto,Wisconsin,2022-04-29,WOAH Non-Poultry,220,WI,55083,-88.26895246,45.02616558
931,Fergus,Montana,2022-04-29,WOAH Non-Poultry,110,MT,30027,-109.224376,47.2633104
932,Pondera,Montana,2022-04-29,WOAH Non-Poultry,2000,MT,30073,-112.2266404,48.22793502
933,Barron,Wisconsin,2022-04-29,WOAH Non-Poultry,150,WI,55005,-91.84833604,45.42372695
934,Washington,Nebraska,2022-04-29,WOAH Non-Poultry,50,NE,31177,-96.22188779,41.53110052
935,Stearns,Minnesota,2022-04-29,Commercial Turkey Breeder Hens,9600,MN,27145,-94.61299658,45.55199481
936,Matanuska Susitna,Alaska,2022-04-29,WOAH Non-Poultry,30,AK,,,
937,Lancaster,Pennsylvania,2022-04-29,Commercial Duck Meat Bird,19300,PA,42071,-76.24786695,40.04261494
938,Gallatin,Montana,2022-04-29,WOAH Non-Poultry,20,MT,30031,-111.1703288,45.54097041
939,Barron,Wisconsin,2022-04-28,Commercial Turkey Meat Bird,110700,WI,55005,-91.84833604,45.42372695
940,Carver,Minnesota,2022-04-28,WOAH Non-Poultry,20,MN,27019,-93.8027205,44.82089558
941,Wexford,Michigan,2022-04-28,WOAH Poultry,70,MI,26165,-85.5781774,44.33841768
942,Johnson,Indiana,2022-04-28,WOAH Non-Poultry,40,IN,18081,-86.10174496,39.4899568
943,Swift,Minnesota,2022-04-28,WOAH Non-Poultry,20,MN,27151,-95.68142474,45.28288933
944,Caledonia,Vermont,2022-04-28,WOAH Non-Poultry,30,VT,50005,-72.10243367,44.46487758
945,Saginaw,Michigan,2022-04-27,WOAH Non-Poultry,80,MI,26145,-84.0526996,43.33526107
946,Knox,Nebraska,2022-04-27,Commercial Table Egg Layer,2118000,NE,31107,-97.89176183,42.63684531
947,Lancaster,Pennsylvania,2022-04-27,Commercial Broiler Breeder Pullets,18100,PA,42071,-76.24786695,40.04261494
948,Republic,Kansas,2022-04-27,WOAH Poultry,110,KS,20157,-97.65034285,39.8279368
949,Gratiot,Michigan,2024-04-26,Commercial Turkey Meat Bird,27700,MI,26057,-84.60482908,43.29296993
950,Richland,North Dakota,2022-04-26,WOAH Poultry,20,ND,38077,-96.94827807,46.26461801
951,Missoula,Montana,2022-04-26,WOAH Non-Poultry,70,MT,30063,-113.9237814,47.03651185
952,Lancaster,Pennsylvania,2022-04-26,Commercial Table Egg Layer,307400,PA,42071,-76.24786695,40.04261494
953,Kossuth,Iowa,2022-04-26,WOAH Non-Poultry,4,IA,19109,-94.20689787,43.20413984
954,Cassia,Idaho,2024-04-25,WOAH Non-Poultry,40,ID,16031,-113.6013217,42.28381567
955,Rice,Minnesota,2022-04-25,WOAH Non-Poultry,90,MN,27131,-93.2965986,44.35432778
956,Menominee,Michigan,2022-04-25,WOAH Non-Poultry,40,MI,26109,-87.55660994,45.58036988
957,Cache,Utah,2022-04-25,Commercial Table Egg Layer,1501200,UT,49005,-111.743741,41.72255404
958,Stearns,Minnesota,2022-04-25,Commercial Turkey Meat Bird,14600,MN,27145,-94.61299658,45.55199481
959,Queens,New York,2025-04-24,Live Bird Market,0,NY,36081,-73.81734511,40.70829859
960,Stutsman,North Dakota,2025-04-24,WOAH Poultry,50,ND,38093,-98.95894925,46.97927215
961,Ottawa,Michigan,2024-04-24,Commercial Turkey Meat Bird,104000,MI,26139,-85.9964531,42.95990607
962,Routt,Colorado,2023-04-24,WOAH Non-Poultry,20,CO,8107,-106.9915083,40.48549841
