,County,State,Outbreak Date,Flock Type,Flock Size,State Abbrev,fips,lng,lat
1475,Cumberland,Pennsylvania,2025-02-05,Commercial Broiler Production,26400,PA,42041,-77.26523042,40.16350914
1476,Stanislaus,California,2025-02-05,Commercial Turkey Meat Bird,30200,CA,6099,-120.9979524,37.55851635
1477,Kings,New York,2025-02-05,Live Bird Market,0,NY,36047,-73.93708255,40.63562226
1478,Mercer,Ohio,2025-02-05,Commercial Table Egg Layer,174600,OH,39107,-84.62929783,40.54030771
1479,Mercer,Ohio,2025-02-05,Commercial Turkey Meat Bird,8900,OH,39107,-84.62929783,40.54030771
1480,Larimer,Colorado,2025-02-05,WOAH Non-Poultry,10,CO,8069,-105.4615545,40.6665145
1481,Auglaize,Ohio,2025-02-05,Commercial Turkey Meat Bird,11000,OH,39011,-84.22168058,40.56085701
1482,Queens,New York,2025-02-05,Live Bird Market,520,NY,36081,-73.81734511,40.70829859
1483,Pinal,Arizona,2025-02-05,WOAH Non-Poultry,30,AZ,4021,-111.34488,32.90415087
1484,Queens,New York,2025-02-04,Live Bird Market,420,NY,36081,-73.81734511,40.70829859
1485,Bronx,New York,2025-02-04,Live Bird Market,100,NY,36005,-73.8615688,40.85091824
1486,Mercer,Ohio,2025-02-04,Commercial Table Egg Pullets,88300,OH,39107,-84.62929783,40.54030771
1487,Harvey,Kansas,2025-02-04,WOAH Non-Poultry,50,KS,20079,-97.42729333,38.04321442
1488,Mercer,Ohio,2025-02-04,Commercial Turkey Meat Bird,3500,OH,39107,-84.62929783,40.54030771
1489,Darke,Ohio,2025-02-04,Commercial Turkey Meat Bird,5400,OH,39037,-84.61945793,40.13381861
1490,Worcester,Maryland,2025-02-04,Commercial Broiler Production,168300,MD,24047,-75.33389427,38.212837
1491,Jasper,Missouri,2025-02-04,Commercial Turkey Meat Bird,49500,MO,29097,-94.34047486,37.20351967
1492,Mercer,Ohio,2025-02-04,Commercial Table Egg Layer,96700,OH,39107,-84.62929783,40.54030771
1493,Alpena,Michigan,2025-02-04,WOAH Non-Poultry,8,MI,26007,-83.62606894,45.03457851
1494,Dauphin,Pennsylvania,2025-02-04,Commercial Table Egg Layer,1975300,PA,42043,-76.77925448,40.41555232
1495,Mercer,Ohio,2025-02-04,Commercial Turkey Meat Bird,11600,OH,39107,-84.62929783,40.54030771
1496,Adams,Pennsylvania,2025-02-04,WOAH Non-Poultry,30,PA,42001,-77.21807609,39.87146641
1497,Mercer,Ohio,2025-02-04,Commercial Turkey Meat Bird,12200,OH,39107,-84.62929783,40.54030771
1498,Lawrence,Missouri,2025-02-04,Commercial Turkey Breeder Replacement Hens,14300,MO,29109,-93.83291444,37.10627971
1499,Newton,Missouri,2025-02-04,Commercial Turkey Meat Bird,13600,MO,29145,-94.33946172,36.90518568
1500,San Joaquin,California,2025-02-03,Commercial Turkey Meat Bird,22200,CA,6077,-121.2712102,37.9345275
1501,Klamath,Oregon,2025-02-03,WOAH Non-Poultry,10,OR,41035,-121.6500072,42.68605026
1502,O'Brien,Iowa,2025-02-02,Commercial Table Egg Layer,241600,IA,19141,-95.62474725,43.0836202
1503,Lancaster,Pennsylvania,2023-02-01,Commercial Duck Meat Bird,32800,PA,42071,-76.24786695,40.04261494
1504,Lancaster,Pennsylvania,2023-02-01,WOAH Poultry,2700,PA,42071,-76.24786695,40.04261494
1505,Mercer,Ohio,2025-01-31,Commercial Turkey Meat Bird,22000,OH,39107,-84.62929783,40.54030771
1506,Virginia Beach City,Virginia,2025-01-31,WOAH Non-Poultry,210,VA,,,
1507,Barry,Missouri,2025-01-31,Commercial Turkey Meat Bird,34000,MO,29009,-93.82898627,36.70980207
1508,Mercer,Ohio,2025-01-31,Commercial Table Egg Layer,748800,OH,39107,-84.62929783,40.54030771
1509,Montgomery,Maryland,2025-01-31,WOAH Non-Poultry,10,MD,24031,-77.20428439,39.13634899
1510,Mcdonald,Missouri,2025-01-31,Commercial Broiler Production,131400,MO,,,
1511,Darke,Ohio,2025-01-31,Commercial Turkey Meat Bird,11700,OH,39037,-84.61945793,40.13381861
1512,Placer,California,2024-01-31,WOAH Non-Poultry,20,CA,6061,-120.717846,39.06347097
1513,Mercer,Ohio,2025-01-30,Commercial Table Egg Layer,437100,OH,39107,-84.62929783,40.54030771
1514,Monroe,Pennsylvania,2025-01-30,WOAH Non-Poultry,30,PA,42089,-75.33930212,41.05812363
1515,Van Wert,Ohio,2025-01-30,Commercial Turkey Meat Bird,21400,OH,39161,-84.58607604,40.8555416
1516,Mercer,Ohio,2025-01-30,Commercial Turkey Meat Bird,21700,OH,39107,-84.62929783,40.54030771
1517,Mercer,Ohio,2025-01-30,Commercial Turkey Meat Bird,8700,OH,39107,-84.62929783,40.54030771
1518,Mercer,Ohio,2025-01-30,Commercial Turkey Meat Bird,11200,OH,39107,-84.62929783,40.54030771
1519,Darke,Ohio,2025-01-30,Commercial Table Egg Layer,150700,OH,39037,-84.61945793,40.13381861
1520,Broward,Florida,2025-01-30,WOAH Non-Poultry,70,FL,12011,-80.48723143,26.15220703
1521,Mcdonald,Missouri,2025-01-30,Commercial Turkey Meat Bird,11700,MO,,,
1522,Mercer,Ohio,2025-01-30,Commercial Turkey Meat Bird,4600,OH,39107,-84.62929783,40.54030771
1523,Jerome,Idaho,2025-01-30,WOAH Non-Poultry,10,ID,16053,-114.2642648,42.68974614
1524,Nance,Nebraska,2025-01-30,WOAH Non-Poultry,70,NE,31125,-97.99248173,41.3972847
1525,Newton,Missouri,2025-01-29,Commercial Turkey Meat Bird,19000,MO,29145,-94.33946172,36.90518568
1526,San Mateo,California,2025-01-29,WOAH Non-Poultry,4,CA,6081,-122.328899,37.42298018
1527,Darke,Ohio,2025-01-29,Commercial Turkey Meat Bird,9700,OH,39037,-84.61945793,40.13381861
1528,Mercer,Ohio,2025-01-29,Commercial Turkey Meat Bird,20100,OH,39107,-84.62929783,40.54030771
1529,Darke,Ohio,2025-01-29,Commercial Table Egg Layer,1356300,OH,39037,-84.61945793,40.13381861
1530,Madera,California,2025-01-29,Commercial Duck Meat Bird,18600,CA,6039,-119.7624357,37.21825802
1531,Mercer,Ohio,2025-01-29,Commercial Turkey Meat Bird,9000,OH,39107,-84.62929783,40.54030771
1532,Merced,California,2025-01-29,Commercial Duck Meat Bird,87800,CA,6047,-120.7175058,37.19189197
1533,Shelby,Indiana,2025-01-28,WOAH Non-Poultry,60,IN,18145,-85.79146519,39.52312646
1534,Mcdonald,Missouri,2025-01-28,Commercial Broiler Breeder,18300,MO,,,
1535,Newton,Missouri,2025-01-28,Commercial Turkey Meat Bird,14300,MO,29145,-94.33946172,36.90518568
1536,Jackson,Indiana,2025-01-28,Commercial Table Egg Layer,2633900,IN,18071,-86.03756074,38.90634215
1537,Lehigh,Pennsylvania,2025-01-28,WOAH Poultry,48000,PA,42077,-75.59214444,40.61280627
1538,Sampson,North Carolina,2025-01-28,Commercial Turkey Breeder Hens,24100,NC,37163,-78.37163083,34.99203592
1539,Kent,Delaware,2025-01-28,Commercial Broiler Production,145800,DE,10001,-75.56844621,39.08639126
1540,Adams,Indiana,2025-01-27,Commercial Turkey Meat Bird,19900,IN,18001,-84.93658249,40.7457744
1541,Mercer,Ohio,2025-01-27,Commercial Turkey Meat Bird,9300,OH,39107,-84.62929783,40.54030771
1542,Ulster,New York,2025-01-27,WOAH Non-Poultry,60,NY,36111,-74.25878826,41.888126
1543,Kearney,Nebraska,2025-01-27,WOAH Non-Poultry,90,NE,31099,-98.94803186,40.50675437
1544,Mercer,Ohio,2025-01-27,Commercial Turkey Meat Bird,5100,OH,39107,-84.62929783,40.54030771
1545,Mercer,Ohio,2025-01-27,Commercial Turkey Meat Bird,12600,OH,39107,-84.62929783,40.54030771
1546,Sampson,North Carolina,2025-01-27,Commercial Turkey Breeder Replacement Hens,1900,NC,37163,-78.37163083,34.99203592
1547,Pinal,Arizona,2025-01-27,Commercial Table Egg Layer,316600,AZ,4021,-111.34488,32.90415087
1548,Mercer,Ohio,2025-01-27,Commercial Duck Meat Bird,12600,OH,39107,-84.62929783,40.54030771
1549,Hancock,Maine,2023-01-27,WOAH Non-Poultry,40,ME,23009,-68.35862848,44.64373173
1550,De Soto,Florida,2024-01-26,WOAH Non-Poultry,660,FL,,,
1551,Kennebec,Maine,2024-01-25,WOAH Non-Poultry,40,ME,23011,-69.76757384,44.40901704
1552,Daviess,Indiana,2024-01-25,Commercial Turkey Meat Bird,13100,IN,18027,-87.07197336,38.70229994
1553,Polk,Oregon,2023-01-25,WOAH Non-Poultry,20,OR,41053,-123.4132525,44.90338514
1554,Buena Vista,Iowa,2023-01-25,Commercial Turkey Meat Bird,27700,IA,19021,-95.15100162,42.73545875
1555,Rockingham,Virginia,2023-01-25,Commercial Turkey Meat Bird,11100,VA,51165,-78.87581609,38.51221007
1556,Rowan,North Carolina,2023-01-25,WOAH Non-Poultry,2,NC,37159,-80.52501519,35.64030608
1557,Suffolk,New York,2023-01-25,WOAH Non-Poultry,10,NY,36103,-72.84423227,40.87024178
1558,Darke,Ohio,2025-01-24,Commercial Table Egg Layer,1818000,OH,39037,-84.61945793,40.13381861
1559,Mcdonald,Missouri,2025-01-24,Primary Broiler Breeder Pedigree Farm,650,MO,,,
1560,Wadena,Minnesota,2025-01-24,Commercial Turkey Meat Bird,296300,MN,27159,-94.9700148,46.5856535
1561,Mercer,Ohio,2025-01-24,Commercial Turkey Meat Bird,18500,OH,39107,-84.62929783,40.54030771
1562,Plymouth,Massachusetts,2025-01-24,WOAH Non-Poultry,30,MA,25023,-70.81296132,41.95331777
1563,Mercer,Ohio,2025-01-24,Commercial Turkey Meat Bird,9500,OH,39107,-84.62929783,40.54030771
1564,Allen,Indiana,2025-01-24,WOAH Poultry,26100,IN,18003,-85.06652248,41.0912565
1565,Darke,Ohio,2025-01-24,Commercial Turkey Meat Bird,22300,OH,39037,-84.61945793,40.13381861
1566,Mercer,Ohio,2025-01-24,Commercial Turkey Meat Bird,19600,OH,39107,-84.62929783,40.54030771
1567,New Haven,Connecticut,2025-01-24,WOAH Non-Poultry,30,CT,9009,-72.93235204,41.41072833
1568,Cleveland,Arkansas,2025-01-24,Commercial Broiler Breeder,19500,AR,5025,-92.18489948,33.89823609
1569,Newton,Missouri,2025-01-24,Commercial Table Egg Layer,1149400,MO,29145,-94.33946172,36.90518568
1570,Mercer,Ohio,2025-01-24,Commercial Turkey Meat Bird,5100,OH,39107,-84.62929783,40.54030771
1571,Washington,Rhode Island,2025-01-24,WOAH Non-Poultry,50,RI,44009,-71.62328128,41.46943509
1572,Orange,Florida,2025-01-24,WOAH Non-Poultry,1,FL,12095,-81.32311592,28.51429239
1573,Franklin,Washington,2025-01-24,Commercial Table Egg Layer,307800,WA,53021,-118.8984754,46.5350455
1574,Windsor,Vermont,2025-01-24,WOAH Non-Poultry,20,VT,50027,-72.58619896,43.57967872
1575,Yolo,California,2025-01-23,WOAH Non-Poultry,6,CA,6113,-121.9015118,38.68648941
1576,Mercer,Ohio,2025-01-23,Commercial Table Egg Layer,1468900,OH,39107,-84.62929783,40.54030771
1577,Darke,Ohio,2025-01-23,Commercial Table Egg Pullets,349200,OH,39037,-84.61945793,40.13381861
1578,Mercer,Ohio,2025-01-23,Commercial Table Egg Layer,85000,OH,39107,-84.62929783,40.54030771
1579,Putnam,New York,2025-01-23,WOAH Non-Poultry,60,NY,36079,-73.74940843,41.42650368
1580,Mercer,Ohio,2025-01-23,Commercial Turkey Meat Bird,11200,OH,39107,-84.62929783,40.54030771
1581,Edmunds,South Dakota,2024-01-23,Commercial Upland Gamebird Producer,22200,SD,46045,-99.21540939,45.41847898
1582,Belknap,New Hampshire,2023-01-23,WOAH Non-Poultry,40,NH,33001,-71.4226598,43.51832231
1583,Cleveland,Arkansas,2025-01-22,Commercial Broiler Production,106900,AR,5025,-92.18489948,33.89823609
1584,Newton,Missouri,2025-01-22,Commercial Turkey Meat Bird,21300,MO,29145,-94.33946172,36.90518568
1585,Dorchester,Maryland,2025-01-22,Commercial Broiler Production,144000,MD,24019,-76.02355952,38.46896686
1586,Lawrence,Missouri,2025-01-22,Commercial Turkey Meat Bird,52400,MO,29109,-93.83291444,37.10627971
1587,Newton,Missouri,2025-01-22,Commercial Turkey Meat Bird,23000,MO,29145,-94.33946172,36.90518568
1588,Cook,Illinois,2025-01-22,WOAH Poultry,500,IL,17031,-87.81698762,41.84005007
1589,Jasper,Missouri,2025-01-22,Commercial Turkey Meat Bird,49400,MO,29097,-94.34047486,37.20351967
1590,Mitchell,Kansas,2024-01-22,Commercial Upland Gamebird Producer,5800,KS,20123,-98.20900663,39.39334518
1591,Orangeburg,South Carolina,2024-01-22,WOAH Non-Poultry,40,SC,45075,-80.80086358,33.43921301
1592,Elbert,Georgia,2025-01-21,Commercial Broiler Production,130400,GA,13105,-82.83992664,34.11635114
1593,Caroline,Maryland,2025-01-21,Commercial Broiler Production,108400,MD,24011,-75.83180727,38.87198968
1594,Newton,Missouri,2025-01-21,Commercial Table Egg Layer,1175800,MO,29145,-94.33946172,36.90518568
1595,Umatilla,Oregon,2025-01-21,WOAH Non-Poultry,50,OR,41059,-118.736681,45.59148273
1596,Accomack,Virginia,2025-01-21,Commercial Broiler Production,441000,VA,51001,-75.63628772,37.76647217
1597,Larimer,Colorado,2023-01-20,WOAH Non-Poultry,70,CO,8069,-105.4615545,40.6665145
1598,Weakley,Tennessee,2023-01-20,Commercial Broiler Production,267800,TN,47183,-88.71817942,36.29822836
1599,Rockingham,Virginia,2023-01-19,Commercial Turkey Meat Bird,25300,VA,51165,-78.87581609,38.51221007
1600,El Dorado,California,2023-01-19,WOAH Non-Poultry,20,CA,6017,-120.5247066,38.77888901
1601,Snohomish,Washington,2023-01-19,WOAH Non-Poultry,20,WA,53061,-121.6977603,48.04772437
1602,Merced,California,2024-01-18,Commercial Table Egg Pullets,285600,CA,6047,-120.7175058,37.19189197
1603,Lampasas,Texas,2023-01-18,WOAH Poultry,70,TX,48281,-98.2416756,31.19624807
1604,Licking,Ohio,2023-01-18,WOAH Non-Poultry,30,OH,39089,-82.48290477,40.09170112
1605,Darke,Ohio,2025-01-17,Commercial Table Egg Pullets,200000,OH,39037,-84.61945793,40.13381861
1606,Suffolk,New York,2025-01-17,Commercial Duck Meat Bird,101000,NY,36103,-72.84423227,40.87024178
1607,Darke,Ohio,2025-01-17,Commercial Table Egg Layer,103200,OH,39037,-84.61945793,40.13381861
1608,Elbert,Georgia,2025-01-17,Commercial Broiler Breeder,45500,GA,13105,-82.83992664,34.11635114
1609,Jay,Indiana,2025-01-17,Commercial Turkey Meat Bird,18800,IN,18075,-85.00574703,40.43780769
